"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"755","GO:0032279",1,0.755853269897801,0,1,"asymmetric synapse","CC"
"756","GO:0032289",1,0.755853270694667,0,1,"central nervous system myelin formation","BP"
"757","GO:0032328",1,0.755853269901267,0,1,"alanine transport","BP"
"758","GO:0032355",1,0.754570770232612,0,1,"response to estradiol","BP"
"759","GO:0032367",1,0.755853270694667,0,1,"intracellular cholesterol transport","BP"
"760","GO:0032383",1,0.755853270694667,0,1,"regulation of intracellular cholesterol transport","BP"
"761","GO:0032384",1,0.755853270694667,0,1,"negative regulation of intracellular cholesterol transport","BP"
"762","GO:0032418",1,0.755518609163915,0,1,"lysosome localization","BP"
"763","GO:0032420",1,0.754159621766908,0,1,"stereocilium","CC"
"764","GO:0032426",1,0.754159621766908,0,1,"stereocilium tip","CC"
"767","GO:0032467",1,0.755853269918733,0,1,"positive regulation of cytokinesis","BP"
"769","GO:0032489",1,0.755853270694667,0,1,"regulation of Cdc42 protein signal transduction","BP"
"770","GO:0032495",1,0.755853270022098,0,1,"response to muramyl dipeptide","BP"
"771","GO:0032496",1,0.430520742400598,0,3,"response to lipopolysaccharide","BP"
"772","GO:0032526",1,0.571060643390622,0,2,"response to retinoic acid","BP"
"774","GO:0032691",1,0.755853269897801,0,1,"negative regulation of interleukin-1 beta production","BP"
"775","GO:0032703",1,0.754159621766908,0,1,"negative regulation of interleukin-2 production","BP"
"776","GO:0032715",1,0.571060643363976,0,2,"negative regulation of interleukin-6 production","BP"
"777","GO:0032720",1,0.755853269897801,0,1,"negative regulation of tumor necrosis factor production","BP"
"778","GO:0032731",1,0.754570770232612,0,1,"positive regulation of interleukin-1 beta production","BP"
"780","GO:0032793",1,0.755853269950144,0,1,"positive regulation of CREB transcription factor activity","BP"
"781","GO:0032805",1,0.755853270694667,0,1,"positive regulation of low-density lipoprotein particle receptor catabolic process","BP"
"783","GO:0032869",1,0.75585326991562,0,1,"cellular response to insulin stimulus","BP"
"784","GO:0032878",1,0.755853269950144,0,1,"regulation of establishment or maintenance of cell polarity","BP"
"786","GO:0032956",1,0.755853269950144,0,1,"regulation of actin cytoskeleton organization","BP"
"788","GO:0033138",1,0.324927858111338,0,4,"positive regulation of peptidyl-serine phosphorylation","BP"
"789","GO:0033162",1,0.755853269897504,0,1,"melanosome membrane","CC"
"790","GO:0033229",1,0.75536987872643,0,1,"cysteine transmembrane transporter activity","MF"
"791","GO:0033234",1,0.746673517658529,0,1,"negative regulation of protein sumoylation","BP"
"792","GO:0033268",1,0.751994752405708,0,1,"node of Ranvier","CC"
"793","GO:0033270",1,0.751994752405708,0,1,"paranode region of axon","CC"
"794","GO:0033280",1,0.755853269898529,0,1,"response to vitamin D","BP"
"795","GO:0033300",1,0.755853269897556,0,1,"dehydroascorbic acid transmembrane transporter activity","MF"
"796","GO:0033314",1,0.570007360795688,0,2,"mitotic DNA replication checkpoint signaling","BP"
"797","GO:0033344",1,0.755853270694667,0,1,"cholesterol efflux","BP"
"798","GO:0033365",1,0.625017543537694,0,1,"protein localization to organelle","BP"
"799","GO:0033564",1,0.755853270065425,0,1,"anterior/posterior axon guidance","BP"
"801","GO:0033674",1,0.571060643392687,0,2,"positive regulation of kinase activity","BP"
"802","GO:0033700",1,0.755853270694667,0,1,"phospholipid efflux","BP"
"803","GO:0033862",1,0.634492951825419,0,1,"UMP kinase activity","MF"
"804","GO:0034045",1,0.75585326989918,0,1,"phagophore assembly site membrane","CC"
"805","GO:0034067",1,0.625017543537694,0,1,"protein localization to Golgi apparatus","BP"
"806","GO:0034103",1,0.755853269901264,0,1,"regulation of tissue remodeling","BP"
"807","GO:0034112",1,0.751994752405708,0,1,"positive regulation of homotypic cell-cell adhesion","BP"
"808","GO:0034122",1,0.75585326991562,0,1,"negative regulation of toll-like receptor signaling pathway","BP"
"809","GO:0034123",1,0.75585326991562,0,1,"positive regulation of toll-like receptor signaling pathway","BP"
"810","GO:0034134",1,0.75585326991562,0,1,"toll-like receptor 2 signaling pathway","BP"
"811","GO:0034142",1,0.75585326991562,0,1,"toll-like receptor 4 signaling pathway","BP"
"812","GO:0034154",1,0.75585326991562,0,1,"toll-like receptor 7 signaling pathway","BP"
"813","GO:0034162",1,0.75585326991562,0,1,"toll-like receptor 9 signaling pathway","BP"
"814","GO:0034184",1,0.754460999884666,0,1,"positive regulation of maintenance of mitotic sister chromatid cohesion","BP"
"815","GO:0034185",1,0.755853270694667,0,1,"apolipoprotein binding","MF"
"816","GO:0034186",1,0.755853270694667,0,1,"apolipoprotein A-I binding","MF"
"817","GO:0034188",1,0.755853270694667,0,1,"apolipoprotein A-I receptor activity","MF"
"819","GO:0034220",1,0.755853269897801,0,1,"ion transmembrane transport","BP"
"821","GO:0034246",1,0.741636406674299,0,1,"mitochondrial transcription factor activity","MF"
"823","GO:0034349",1,0.754570770232612,0,1,"glial cell apoptotic process","BP"
"824","GO:0034356",1,0.702787215070141,0,1,"NAD biosynthesis via nicotinamide riboside salvage pathway","BP"
"825","GO:0034380",1,0.755853270694667,0,1,"high-density lipoprotein particle assembly","BP"
"828","GO:0034451",1,0.755853269950144,0,1,"centriolar satellite","CC"
"829","GO:0034453",1,0.755853270828468,0,1,"microtubule anchoring","BP"
"831","GO:0034605",1,0.675288834657561,0,1,"cellular response to heat","BP"
"832","GO:0034612",1,0.754570770232612,0,1,"response to tumor necrosis factor","BP"
"834","GO:0034616",1,0.755853270694667,0,1,"response to laminar fluid shear stress","BP"
"835","GO:0034644",1,0.754570770232612,0,1,"cellular response to UV","BP"
"836","GO:0034703",1,0.755729694079971,0,1,"cation channel complex","CC"
"837","GO:0034704",1,0.755729694079971,0,1,"calcium channel complex","CC"
"838","GO:0034765",1,0.747805629089512,0,1,"regulation of ion transmembrane transport","BP"
"839","GO:0034774",1,0.571060643404679,0,2,"secretory granule lumen","CC"
"844","GO:0035023",1,0.648202460111375,0,1,"regulation of Rho protein signal transduction","BP"
"845","GO:0035025",1,0.648202460111375,0,1,"positive regulation of Rho protein signal transduction","BP"
"846","GO:0035094",1,0.569779362031293,0,2,"response to nicotine","BP"
"847","GO:0035095",1,0.755853269897801,0,1,"behavioral response to nicotine","BP"
"848","GO:0035176",1,0.57106064422801,0,2,"social behavior","BP"
"849","GO:0035253",1,0.755518609163915,0,1,"ciliary rootlet","CC"
"850","GO:0035254",1,0.754159621766908,0,1,"glutamate receptor binding","MF"
"852","GO:0035256",1,0.754159621766908,0,1,"G protein-coupled glutamate receptor binding","MF"
"853","GO:0035264",1,0.570694947416739,0,2,"multicellular organism growth","BP"
"854","GO:0035350",1,0.724664645885736,0,1,"FAD transmembrane transport","BP"
"855","GO:0035418",1,0.754159621766908,0,1,"protein localization to synapse","BP"
"856","GO:0035469",1,0.755518609163915,0,1,"determination of pancreatic left/right asymmetry","BP"
"858","GO:0035563",1,0.754460999884666,0,1,"positive regulation of chromatin binding","BP"
"861","GO:0035580",1,0.755853270022098,0,1,"specific granule lumen","CC"
"862","GO:0035584",1,0.754159621766908,0,1,"calcium-mediated signaling using intracellular calcium source","BP"
"863","GO:0035591",1,0.75585326991562,0,1,"signaling adaptor activity","MF"
"866","GO:0035725",1,0.571060643352924,0,2,"sodium ion transmembrane transport","BP"
"868","GO:0035845",1,0.755853269918733,0,1,"photoreceptor cell outer segment organization","BP"
"869","GO:0035861",1,0.754460999884666,0,1,"site of double-strand break","CC"
"870","GO:0035877",1,0.754570770232612,0,1,"death effector domain binding","MF"
"872","GO:0035988",1,0.755853269901264,0,1,"chondrocyte proliferation","BP"
"875","GO:0036195",1,0.747805629089512,0,1,"muscle cell projection membrane","CC"
"876","GO:0036303",1,0.755853269998048,0,1,"lymph vessel morphogenesis","BP"
"877","GO:0036312",1,0.75585326991562,0,1,"phosphatidylinositol 3-kinase regulatory subunit binding","MF"
"878","GO:0036372",1,0.755853269918733,0,1,"opsin transport","BP"
"879","GO:0036430",1,0.634492951825419,0,1,"CMP kinase activity","MF"
"880","GO:0036431",1,0.634492951825419,0,1,"dCMP kinase activity","MF"
"881","GO:0036462",1,0.754570770232612,0,1,"TRAIL-activated apoptotic signaling pathway","BP"
"884","GO:0036498",1,0.702787215070141,0,1,"IRE1-mediated unfolded protein response","BP"
"885","GO:0036503",1,0.740284402069642,0,1,"ERAD pathway","BP"
"886","GO:0038007",1,0.755853270065425,0,1,"netrin-activated signaling pathway","BP"
"887","GO:0038023",1,0.431254423835544,0,3,"signaling receptor activity","MF"
"888","GO:0038027",1,0.755853270694667,0,1,"apolipoprotein A-I-mediated signaling pathway","BP"
"889","GO:0038062",1,0.755853269901264,0,1,"protein tyrosine kinase collagen receptor activity","MF"
"890","GO:0038063",1,0.755853269901264,0,1,"collagen-activated tyrosine kinase receptor signaling pathway","BP"
"891","GO:0038083",1,0.755853269901264,0,1,"peptidyl-tyrosine autophosphorylation","BP"
"892","GO:0038194",1,0.755853269898367,0,1,"thyroid-stimulating hormone signaling pathway","BP"
"893","GO:0038202",1,0.755853270200313,0,1,"TORC1 signaling","BP"
"895","GO:0039536",1,0.755853269909499,0,1,"negative regulation of RIG-I signaling pathway","BP"
"896","GO:0039552",1,0.755853269909499,0,1,"RIG-I binding","MF"
"898","GO:0040008",1,0.755853270200313,0,1,"regulation of growth","BP"
"899","GO:0040011",1,0.747805629089512,0,1,"locomotion","BP"
"902","GO:0040018",1,0.755853269898367,0,1,"positive regulation of multicellular organism growth","BP"
"903","GO:0042060",1,0.755853269950144,0,1,"wound healing","BP"
"904","GO:0042073",1,0.755853269918733,0,1,"intraciliary transport","BP"
"905","GO:0042110",1,0.570090404358128,0,2,"T cell activation","BP"
"906","GO:0042113",1,0.430520742300284,0,3,"B cell activation","BP"
"908","GO:0042147",1,0.625017543537694,0,1,"retrograde transport, endosome to Golgi","BP"
"909","GO:0042157",1,0.755853270694667,0,1,"lipoprotein metabolic process","BP"
"910","GO:0042158",1,0.755853270694667,0,1,"lipoprotein biosynthetic process","BP"
"911","GO:0042166",1,0.755853269897801,0,1,"acetylcholine binding","MF"
"913","GO:0042220",1,0.754159621766908,0,1,"response to cocaine","BP"
"914","GO:0042254",1,0.690806383871011,0,1,"ribosome biogenesis","BP"
"916","GO:0042325",1,0.571060643592821,0,2,"regulation of phosphorylation","BP"
"917","GO:0042326",1,0.755853269898529,0,1,"negative regulation of phosphorylation","BP"
"920","GO:0042405",1,0.754460999884666,0,1,"nuclear inclusion body","CC"
"921","GO:0042438",1,0.755853269897504,0,1,"melanin biosynthetic process","BP"
"922","GO:0042461",1,0.755853269918733,0,1,"photoreceptor cell development","BP"
"923","GO:0042470",1,0.755853269897504,0,1,"melanosome","CC"
"927","GO:0042626",1,0.755853270694667,0,1,"ATPase-coupled transmembrane transporter activity","MF"
"928","GO:0042632",1,0.755853270694667,0,1,"cholesterol homeostasis","BP"
"930","GO:0042698",1,0.755853269897801,0,1,"ovulation cycle","BP"
"931","GO:0042711",1,0.755853270755243,0,1,"maternal behavior","BP"
"932","GO:0042734",1,0.570694947121045,0,2,"presynaptic membrane","CC"
"933","GO:0042770",1,0.754570770232612,0,1,"signal transduction in response to DNA damage","BP"
"937","GO:0042805",1,0.755729694079971,0,1,"actinin binding","MF"
"939","GO:0042986",1,0.755853270694667,0,1,"positive regulation of amyloid precursor protein biosynthetic process","BP"
"941","GO:0043001",1,0.469677607592644,0,2,"Golgi to plasma membrane protein transport","BP"
"943","GO:0043022",1,0.755853269905787,0,1,"ribosome binding","MF"
"945","GO:0043034",1,0.566866840365888,0,2,"costamere","CC"
"946","GO:0043043",1,0.755853269966991,0,1,"peptide biosynthetic process","BP"
"947","GO:0043065",1,0.754570770232612,0,1,"positive regulation of apoptotic process","BP"
"951","GO:0043086",1,0.755853270200313,0,1,"negative regulation of catalytic activity","BP"
"952","GO:0043087",1,0.755853269950144,0,1,"regulation of GTPase activity","BP"
"954","GO:0043114",1,0.755853269950144,0,1,"regulation of vascular permeability","BP"
"955","GO:0043122",1,0.656722542212934,0,1,"regulation of I-kappaB kinase/NF-kappaB signaling","BP"
"957","GO:0043124",1,0.754570770232612,0,1,"negative regulation of I-kappaB kinase/NF-kappaB signaling","BP"
"958","GO:0043154",1,0.755853269898529,0,1,"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","BP"
"959","GO:0043190",1,0.755853270694667,0,1,"ATP-binding cassette (ABC) transporter complex","CC"
"960","GO:0043194",1,0.568141597340541,0,2,"axon initial segment","CC"
"962","GO:0043197",1,0.184697189623297,0,6,"dendritic spine","CC"
"964","GO:0043200",1,0.75536987872643,0,1,"response to amino acid","BP"
"966","GO:0043229",1,0.569779362031088,0,2,"intracellular organelle","CC"
"968","GO:0043235",1,0.431254423805048,0,3,"receptor complex","CC"
"972","GO:0043266",1,0.751994752405708,0,1,"regulation of potassium ion transport","BP"
"973","GO:0043274",1,0.75585326991562,0,1,"phospholipase binding","MF"
"974","GO:0043278",1,0.755853269966991,0,1,"response to morphine","BP"
"976","GO:0043293",1,0.754570770232612,0,1,"apoptosome","CC"
"977","GO:0043327",1,0.75585326989815,0,1,"chemotaxis to cAMP","BP"
"979","GO:0043410",1,0.431254423812962,0,3,"positive regulation of MAPK cascade","BP"
"981","GO:0043434",1,0.755853269966991,0,1,"response to peptide hormone","BP"
"982","GO:0043473",1,0.755853269897504,0,1,"pigmentation","BP"
"983","GO:0043490",1,0.75536987872643,0,1,"malate-aspartate shuttle","BP"
"984","GO:0043524",1,0.755853270065425,0,1,"negative regulation of neuron apoptotic process","BP"
"985","GO:0043525",1,0.754570770232612,0,1,"positive regulation of neuron apoptotic process","BP"
"986","GO:0043539",1,0.702787215070141,0,1,"protein serine/threonine kinase activator activity","MF"
"988","GO:0043549",1,0.75585326991562,0,1,"regulation of kinase activity","BP"
"989","GO:0043552",1,0.755853269950144,0,1,"positive regulation of phosphatidylinositol 3-kinase activity","BP"
"991","GO:0043583",1,0.755853269901264,0,1,"ear development","BP"
"992","GO:0043584",1,0.755853269918733,0,1,"nose development","BP"
"993","GO:0043588",1,0.755853269901264,0,1,"skin development","BP"
"994","GO:0043627",1,0.755853269950144,0,1,"response to estrogen","BP"
"995","GO:0043679",1,0.755853269966991,0,1,"axon terminus","CC"
"996","GO:0043691",1,0.755853270694667,0,1,"reverse cholesterol transport","BP"
"999","GO:0044297",1,0.569725327074615,0,2,"cell body","CC"
"1000","GO:0044306",1,0.75536987872643,0,1,"neuron projection terminus","CC"
"1001","GO:0044309",1,0.754159621766908,0,1,"neuron spine","CC"
"1006","GO:0044770",1,0.755853269898421,0,1,"cell cycle phase transition","BP"
"1007","GO:0044853",1,0.755853269897801,0,1,"plasma membrane raft","CC"
"1009","GO:0045010",1,0.755853269899966,0,1,"actin nucleation","BP"
"1011","GO:0045087",1,0.755853269909499,0,1,"innate immune response","BP"
"1012","GO:0045088",1,0.754570770232612,0,1,"regulation of innate immune response","BP"
"1013","GO:0045104",1,0.755853270022098,0,1,"intermediate filament cytoskeleton organization","BP"
"1015","GO:0045162",1,0.751994752405708,0,1,"clustering of voltage-gated sodium channels","BP"
"1016","GO:0045171",1,0.755853269898421,0,1,"intercellular bridge","CC"
"1017","GO:0045175",1,0.755853270022098,0,1,"basal protein localization","BP"
"1018","GO:0045177",1,0.569779362070781,0,2,"apical part of cell","CC"
"1020","GO:0045197",1,0.755853270022098,0,1,"establishment or maintenance of epithelial cell apical/basal polarity","BP"
"1021","GO:0045199",1,0.568141597247238,0,2,"maintenance of epithelial cell apical/basal polarity","BP"
"1023","GO:0045211",1,0.429047085962325,0,3,"postsynaptic membrane","CC"
"1027","GO:0045332",1,0.755853270694667,0,1,"phospholipid translocation","BP"
"1030","GO:0045471",1,0.570090404358128,0,2,"response to ethanol","BP"
"1031","GO:0045494",1,0.755518609163915,0,1,"photoreceptor cell maintenance","BP"
"1032","GO:0045599",1,0.755853270755243,0,1,"negative regulation of fat cell differentiation","BP"
"1033","GO:0045651",1,0.754570770232612,0,1,"positive regulation of macrophage differentiation","BP"
"1034","GO:0045665",1,0.746673517658529,0,1,"negative regulation of neuron differentiation","BP"
"1035","GO:0045666",1,0.755729694079971,0,1,"positive regulation of neuron differentiation","BP"
"1036","GO:0045669",1,0.755853269901264,0,1,"positive regulation of osteoblast differentiation","BP"
"1037","GO:0045727",1,0.755853269905787,0,1,"positive regulation of translation","BP"
"1038","GO:0045736",1,0.755853269898529,0,1,"negative regulation of cyclin-dependent protein serine/threonine kinase activity","BP"
"1039","GO:0045765",1,0.755853269950144,0,1,"regulation of angiogenesis","BP"
"1040","GO:0045766",1,0.571060643390069,0,2,"positive regulation of angiogenesis","BP"
"1041","GO:0045773",1,0.755729694079971,0,1,"positive regulation of axon extension","BP"
"1042","GO:0045785",1,0.755853269950144,0,1,"positive regulation of cell adhesion","BP"
"1043","GO:0045792",1,0.755853269950144,0,1,"negative regulation of cell size","BP"
"1044","GO:0045838",1,0.751994752405708,0,1,"positive regulation of membrane potential","BP"
"1046","GO:0045862",1,0.754570770232612,0,1,"positive regulation of proteolysis","BP"
"1050","GO:0045945",1,0.755853270200313,0,1,"positive regulation of transcription by RNA polymerase III","BP"
"1051","GO:0045947",1,0.75585326991562,0,1,"negative regulation of translational initiation","BP"
"1052","GO:0045950",1,0.755853269898529,0,1,"negative regulation of mitotic recombination","BP"
"1060","GO:0046326",1,0.75536987872643,0,1,"positive regulation of glucose import","BP"
"1062","GO:0046512",1,0.755853270694667,0,1,"sphingosine biosynthetic process","BP"
"1063","GO:0046530",1,0.755853269918733,0,1,"photoreceptor cell differentiation","BP"
"1064","GO:0046579",1,0.755853270022098,0,1,"positive regulation of Ras protein signal transduction","BP"
"1065","GO:0046623",1,0.755853270694667,0,1,"sphingolipid floppase activity","MF"
"1066","GO:0046651",1,0.755853269900264,0,1,"lymphocyte proliferation","BP"
"1067","GO:0046655",1,0.724664645885736,0,1,"folic acid metabolic process","BP"
"1068","GO:0046676",1,0.755853270200313,0,1,"negative regulation of insulin secretion","BP"
"1069","GO:0046677",1,0.569725327074615,0,2,"response to antibiotic","BP"
"1070","GO:0046705",1,0.634492951825419,0,1,"CDP biosynthetic process","BP"
"1076","GO:0046959",1,0.755853270755243,0,1,"habituation","BP"
"1077","GO:0048013",1,0.755853269950144,0,1,"ephrin receptor signaling pathway","BP"
"1078","GO:0048014",1,0.571060643465905,0,2,"Tie signaling pathway","BP"
"1079","GO:0048102",1,0.755853269898529,0,1,"autophagic cell death","BP"
"1080","GO:0048146",1,0.755853269901264,0,1,"positive regulation of fibroblast proliferation","BP"
"1081","GO:0048148",1,0.754159621766908,0,1,"behavioral response to cocaine","BP"
"1082","GO:0048149",1,0.755853269897801,0,1,"behavioral response to ethanol","BP"
"1084","GO:0048382",1,0.692664065034379,0,1,"mesendoderm development","BP"
"1087","GO:0048496",1,0.755518609163915,0,1,"maintenance of animal organ identity","BP"
"1088","GO:0048538",1,0.755853269897504,0,1,"thymus development","BP"
"1089","GO:0048545",1,0.755853270694667,0,1,"response to steroid hormone","BP"
"1093","GO:0048667",1,0.75536987872643,0,1,"cell morphogenesis involved in neuron differentiation","BP"
"1094","GO:0048678",1,0.755853269966991,0,1,"response to axon injury","BP"
"1096","GO:0048709",1,0.755729694079971,0,1,"oligodendrocyte differentiation","BP"
"1097","GO:0048731",1,0.755853269918733,0,1,"system development","BP"
"1098","GO:0048738",1,0.754570770232612,0,1,"cardiac muscle tissue development","BP"
"1099","GO:0048741",1,0.754159621766908,0,1,"skeletal muscle fiber development","BP"
"1101","GO:0048787",1,0.755853270288921,0,1,"presynaptic active zone membrane","CC"
"1105","GO:0048821",1,0.568141597247238,0,2,"erythrocyte development","BP"
"1106","GO:0048839",1,0.755853269918733,0,1,"inner ear development","BP"
"1108","GO:0048875",1,0.754159621766908,0,1,"chemical homeostasis within a tissue","BP"
"1109","GO:0048884",1,0.755853269918733,0,1,"neuromast development","BP"
"1110","GO:0050145",1,0.634492951825419,0,1,"nucleoside monophosphate kinase activity","MF"
"1111","GO:0050660",1,0.755853269898153,0,1,"flavin adenine dinucleotide binding","MF"
"1113","GO:0050714",1,0.755853269966991,0,1,"positive regulation of protein secretion","BP"
"1114","GO:0050727",1,0.571060643363976,0,2,"regulation of inflammatory response","BP"
"1115","GO:0050728",1,0.571060643390069,0,2,"negative regulation of inflammatory response","BP"
"1118","GO:0050773",1,0.755853270755243,0,1,"regulation of dendrite development","BP"
"1119","GO:0050774",1,0.755729694079971,0,1,"negative regulation of dendrite morphogenesis","BP"
"1120","GO:0050775",1,0.702787215070141,0,1,"positive regulation of dendrite morphogenesis","BP"
"1121","GO:0050790",1,0.275291154982368,0,4,"regulation of catalytic activity","BP"
"1122","GO:0050804",1,0.755853269897801,0,1,"modulation of chemical synaptic transmission","BP"
"1123","GO:0050806",1,0.75536987872643,0,1,"positive regulation of synaptic transmission","BP"
"1126","GO:0050853",1,0.75585326991562,0,1,"B cell receptor signaling pathway","BP"
"1127","GO:0050869",1,0.75585326991562,0,1,"negative regulation of B cell activation","BP"
"1128","GO:0050877",1,0.755853269897801,0,1,"nervous system process","BP"
"1129","GO:0050885",1,0.75536987872643,0,1,"neuromuscular process controlling balance","BP"
"1131","GO:0050893",1,0.755853269897801,0,1,"sensory processing","BP"
"1135","GO:0051056",1,0.489628444305353,0,2,"regulation of small GTPase mediated signal transduction","BP"
"1136","GO:0051059",1,0.75585326989815,0,1,"NF-kappaB binding","MF"
"1137","GO:0051085",1,0.740284402069642,0,1,"chaperone cofactor-dependent protein refolding","BP"
"1138","GO:0051091",1,0.571060643353356,0,2,"positive regulation of DNA-binding transcription factor activity","BP"
"1139","GO:0051092",1,0.75585326989815,0,1,"positive regulation of NF-kappaB transcription factor activity","BP"
"1140","GO:0051117",1,0.244313521746126,0,5,"ATPase binding","MF"
"1141","GO:0051168",1,0.648202460111375,0,1,"nuclear export","BP"
"1143","GO:0051233",1,0.755853269898529,0,1,"spindle midzone","CC"
"1144","GO:0051247",1,0.755853269897801,0,1,"positive regulation of protein metabolic process","BP"
"1145","GO:0051262",1,0.754159621766908,0,1,"protein tetramerization","BP"
"1146","GO:0051289",1,0.755853269897504,0,1,"protein homotetramerization","BP"
"1147","GO:0051301",1,0.571060643351494,0,2,"cell division","BP"
"1148","GO:0051321",1,0.571060643351494,0,2,"meiotic cell cycle","BP"
"1149","GO:0051384",1,0.755853269966991,0,1,"response to glucocorticoid","BP"
"1150","GO:0051402",1,0.755729694079971,0,1,"neuron apoptotic process","BP"
"1152","GO:0051480",1,0.755729694079971,0,1,"regulation of cytosolic calcium ion concentration","BP"
"1153","GO:0051536",1,0.755853269898153,0,1,"iron-sulfur cluster binding","MF"
"1154","GO:0051537",1,0.755853269898153,0,1,"2 iron, 2 sulfur cluster binding","MF"
"1155","GO:0051592",1,0.56977936208352,0,2,"response to calcium ion","BP"
"1156","GO:0051603",1,0.754570770232612,0,1,"proteolysis involved in cellular protein catabolic process","BP"
"1158","GO:0051726",1,0.755853269898529,0,1,"regulation of cell cycle","BP"
"1162","GO:0051823",1,0.755853269897801,0,1,"regulation of synapse structural plasticity","BP"
"1163","GO:0051894",1,0.755853269950144,0,1,"positive regulation of focal adhesion assembly","BP"
"1164","GO:0051897",1,0.755853269950144,0,1,"positive regulation of protein kinase B signaling","BP"
"1165","GO:0051898",1,0.75585326991562,0,1,"negative regulation of protein kinase B signaling","BP"
"1166","GO:0051899",1,0.755853269897801,0,1,"membrane depolarization","BP"
"1168","GO:0051928",1,0.754159621766908,0,1,"positive regulation of calcium ion transport","BP"
"1169","GO:0051938",1,0.75536987872643,0,1,"L-glutamate import","BP"
"1171","GO:0052548",1,0.755853270694667,0,1,"regulation of endopeptidase activity","BP"
"1173","GO:0055007",1,0.648202460111375,0,1,"cardiac muscle cell differentiation","BP"
"1175","GO:0055085",1,0.121860321297611,0,7,"transmembrane transport","BP"
"1176","GO:0055091",1,0.755853270694667,0,1,"phospholipid homeostasis","BP"
"1178","GO:0055120",1,0.747805629089512,0,1,"striated muscle dense body","CC"
"1179","GO:0060027",1,0.755518609163915,0,1,"convergent extension involved in gastrulation","BP"
"1180","GO:0060041",1,0.571060643368173,0,2,"retina development in camera-type eye","BP"
"1181","GO:0060042",1,0.755853269918733,0,1,"retina morphogenesis in camera-type eye","BP"
"1182","GO:0060049",1,0.755853270694667,0,1,"regulation of protein glycosylation","BP"
"1184","GO:0060076",1,0.754159621766908,0,1,"excitatory synapse","CC"
"1185","GO:0060078",1,0.755853269897801,0,1,"regulation of postsynaptic membrane potential","BP"
"1187","GO:0060090",1,0.488529224027442,0,2,"molecular adaptor activity","MF"
"1188","GO:0060112",1,0.755853269897801,0,1,"generation of ovulation cycle rhythm","BP"
"1189","GO:0060119",1,0.755853269898367,0,1,"inner ear receptor cell development","BP"
"1190","GO:0060122",1,0.755853269898367,0,1,"inner ear receptor cell stereocilium organization","BP"
"1191","GO:0060125",1,0.755853270755243,0,1,"negative regulation of growth hormone secretion","BP"
"1192","GO:0060137",1,0.755853270755243,0,1,"maternal process involved in parturition","BP"
"1193","GO:0060155",1,0.755853270694667,0,1,"platelet dense granule organization","BP"
"1196","GO:0060216",1,0.755853269950144,0,1,"definitive hemopoiesis","BP"
"1199","GO:0060287",1,0.755518609163915,0,1,"epithelial cilium movement involved in determination of left/right asymmetry","BP"
"1200","GO:0060297",1,0.648202460111375,0,1,"regulation of sarcomere organization","BP"
"1201","GO:0060347",1,0.755853269950144,0,1,"heart trabecula formation","BP"
"1204","GO:0060444",1,0.755853269901264,0,1,"branching involved in mammary gland duct morphogenesis","BP"
"1206","GO:0060546",1,0.754570770232612,0,1,"negative regulation of necroptotic process","BP"
"1207","GO:0060548",1,0.702787215070141,0,1,"negative regulation of cell death","BP"
"1210","GO:0060715",1,0.754570770232612,0,1,"syncytiotrophoblast cell differentiation involved in labyrinthine layer development","BP"
"1211","GO:0060749",1,0.755853269901264,0,1,"mammary gland alveolus development","BP"
"1214","GO:0060903",1,0.755853269898421,0,1,"positive regulation of meiosis I","BP"
"1216","GO:0060997",1,0.755853269950144,0,1,"dendritic spine morphogenesis","BP"
"1218","GO:0061003",1,0.755853270755243,0,1,"positive regulation of dendritic spine morphogenesis","BP"
"1220","GO:0061049",1,0.648202460111375,0,1,"cell growth involved in cardiac muscle cell development","BP"
"1221","GO:0061135",1,0.755853270694667,0,1,"endopeptidase regulator activity","MF"
"1222","GO:0061178",1,0.755853269950144,0,1,"regulation of insulin secretion involved in cellular response to glucose stimulus","BP"
"1224","GO:0061302",1,0.755853269901264,0,1,"smooth muscle cell-matrix adhesion","BP"
"1225","GO:0061564",1,0.755853269901264,0,1,"axon development","BP"
"1226","GO:0061608",1,0.675288834657561,0,1,"nuclear import signal receptor activity","MF"
"1228","GO:0065003",1,0.559282603890747,0,2,"protein-containing complex assembly","BP"
"1230","GO:0070059",1,0.754570770232612,0,1,"intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","BP"
"1233","GO:0070207",1,0.75536987872643,0,1,"protein homotrimerization","BP"
"1234","GO:0070213",1,0.702787215070141,0,1,"protein auto-ADP-ribosylation","BP"
"1235","GO:0070243",1,0.754570770232612,0,1,"regulation of thymocyte apoptotic process","BP"
"1236","GO:0070269",1,0.754570770232612,0,1,"pyroptosis","BP"
"1238","GO:0070373",1,0.755853269897801,0,1,"negative regulation of ERK1 and ERK2 cascade","BP"
"1239","GO:0070374",1,0.571060643390069,0,2,"positive regulation of ERK1 and ERK2 cascade","BP"
"1240","GO:0070433",1,0.755853270022098,0,1,"negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","BP"
"1241","GO:0070509",1,0.755729694079971,0,1,"calcium ion import","BP"
"1243","GO:0070532",1,0.754460999884666,0,1,"BRCA1-B complex","CC"
